Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG0541,36.299,49.4974,1.066e-17,9.944e-18,4.051e-18,43.1131,-869.03
TopDG0542,36.3604,49.5363,6.519e-18,5.767e-18,2.595e-18,64.4478,-869.18
TopDG0543,36.3067,49.4839,1.013e-17,8.072e-18,3.57e-18,43.3876,-869.13
TopDG0557,302.9908,49.4298,1.903e-17,1.611e-17,7.733e-18,148.6811,-539.72
TopDG0558,303.1949,49.325,1.707e-17,1.489e-17,6.55e-18,96.4455,-539.8
TopDG0559,302.7797,49.3453,2.567e-17,2.027e-17,8.712e-18,66.9419,-539.71
TopDG0560,302.9328,49.6421,2.42e-17,1.844e-17,8.873e-18,74.8046,-539.79
TopDG0561,303.0442,49.3431,2.462e-17,1.929e-17,9.253e-18,64.4963,-539.83
TopDG0562,302.7366,49.3489,1.829e-17,1.442e-17,6.696e-18,82.415,-539.92
TopDG0603,207.297,13.7896,2.601e-17,2.231e-17,1.092e-17,251.7635,-361.06
TopDG0604,208.3155,14.0833,3.991e-17,3.217e-17,1.373e-17,82.0209,-360.99
TopDG0605,206.7064,13.9104,4.312e-17,3.349e-17,1.369e-17,86.4805,-361.29
TopDG0606,206.9739,13.9836,4.635e-17,3.732e-17,1.749e-17,101.8771,-361.31
TopDG0607,207.1223,13.7958,5.891e-17,4.638e-17,2.062e-17,110.3087,-361.01
TopDG0608,206.6077,14.0923,2.972e-17,2.438e-17,1.17e-17,114.5169,-361.05
TopDG0609,207.5299,13.8648,4.545e-17,3.796e-17,1.64e-17,95.255,-361.1
TopDG0610,206.8515,14.0702,4.678e-17,3.399e-17,1.619e-17,132.233,-361.14
TopDG0611,207.2109,13.8567,4.604e-17,4.06e-17,1.762e-17,92.3574,-361.35
TopDG0754,289.5247,32.9221,4.258e-17,3.447e-17,1.164e-17,171.9088,-732.65
TopDG0755,289.4727,32.8406,1.563e-17,1.532e-17,6.216e-18,59.072,-732.56
TopDG0756,289.6195,32.8204,1.511e-17,1.369e-17,6.226e-18,61.965,-732.54
TopDG0757,289.6439,32.9451,1.046e-17,7.785e-18,3.752e-18,118.4554,-732.44
TopDG0758,289.6207,32.6762,1.676e-17,1.345e-17,6.681e-18,55.5168,-732.5
TopDG0759,289.7156,32.9524,1.489e-17,1.285e-17,4.851e-18,52.2621,-732.41
TopDG0760,289.6738,33.1785,1.449e-17,1.244e-17,5.87e-18,47.9867,-732.42
TopDG0761,289.3175,33.0545,1.715e-17,1.249e-17,5.779e-18,69.1594,-732.32
TopDG0762,289.6859,33.0795,2.081e-17,1.951e-17,7.281e-18,48.0411,-732.36
TopDG0763,289.426,32.9895,1.473e-17,1.228e-17,5.638e-18,55.1208,-732.44
TopDG0764,289.0601,32.9502,1.556e-17,1.243e-17,5.596e-18,58.4468,-732.53
TopDG0820,330.8144,46.9492,4.683e-17,3.327e-17,1.14e-17,191.0899,-732.33
TopDG0821,330.687,47.1177,1.808e-17,1.411e-17,6.536e-18,60.9027,-732.41
TopDG0822,330.6081,47.1876,1.621e-17,1.41e-17,5.892e-18,62.4634,-732.58
TopDG0823,330.8973,46.9035,1.93e-17,1.549e-17,7.067e-18,60.2803,-732.5
TopDG0824,330.6769,47.0424,1.677e-17,1.318e-17,6.209e-18,51.5528,-732.37
TopDG0825,331.0042,47.143,1.759e-17,1.453e-17,6.295e-18,69.2532,-732.28
TopDG0826,331.0361,47.0288,1.455e-17,1.372e-17,5.811e-18,55.4832,-732.5
TopDG0827,330.8081,46.8851,1.701e-17,1.487e-17,6.778e-18,55.4708,-732.23
TopDG0828,330.6762,47.1358,2.429e-17,1.764e-17,7.415e-18,51.567,-732.64
TopDG0829,330.9358,46.7578,1.709e-17,1.349e-17,6.284e-18,71.7518,-732.28
TopDG0940,88.4411,34.9278,3.478e-17,2.756e-17,1.311e-17,92.9093,-478.54
TopDG0941,87.911,34.8262,5.042e-17,4.046e-17,1.639e-17,81.333,-478.74
TopDG0942,88.1859,35.0674,3.75e-17,3.09e-17,1.333e-17,114.2389,-478.56
TopDG0943,87.9399,34.7788,3.175e-17,2.583e-17,1.271e-17,82.1677,-478.59
TopDG0956,319.0572,28.6882,3.607e-17,2.843e-17,1.223e-17,86.7043,-447.77
TopDG0957,319.0337,28.7408,3.576e-17,3.324e-17,1.305e-17,98.1544,-447.88
TopDG0958,318.7692,28.7571,2.481e-17,1.999e-17,8.489e-18,106.0758,-447.62
TopDG0991,166.3236,26.9996,1.086e-17,8.472e-18,4.111e-18,135.4528,-690.38
TopDG0992,166.0534,26.9034,1.555e-17,1.467e-17,5.485e-18,50.3024,-690.31
TopDG0993,166.3544,26.8167,1.204e-17,9.766e-18,4.416e-18,69.4392,-690.53
TopDG0994,166.6819,26.9786,1.071e-17,9.726e-18,4.259e-18,58.7517,-690.18
TopDG0995,165.9732,26.9381,1.61e-17,1.372e-17,6.013e-18,59.0557,-690.53
TopDG0996,166.5585,26.923,1.442e-17,1.329e-17,5.43e-18,49.6902,-690.49
TopDG0997,166.1197,27.0036,1.137e-17,8.744e-18,4.259e-18,69.6518,-690.39
TopDG0998,239.0707,44.4874,3.28e-17,2.527e-17,1.191e-17,110.8665,-399.37
TopDG1018,310.207,49.8508,1.329e-17,1.071e-17,4.748e-18,74.0233,-670.82
TopDG1029,208.696,13.5731,3.858e-17,3.064e-17,1.049e-17,157.3387,-717.22
TopDG1030,207.8825,13.4197,1.985e-17,1.573e-17,6.533e-18,52.4112,-717.14
TopDG1031,208.2845,13.2763,9.929e-18,8.594e-18,3.746e-18,58.4793,-717.34
TopDG1032,209.9293,13.4674,1.537e-17,1.252e-17,5.927e-18,62.8933,-717.05
TopDG1033,208.0605,13.763,1.455e-17,1.432e-17,5.731e-18,49.8844,-717.41
TopDG1034,209.3045,13.471,1.938e-17,1.649e-17,6.766e-18,44.7857,-717.25
TopDG1035,209.0606,13.4979,1.554e-17,1.259e-17,4.992e-18,49.1246,-717.28
TopDG1036,209.4957,13.3936,1.394e-17,1.132e-17,5.056e-18,50.5,-717.31
TopDG1037,208.2693,13.5789,1.559e-17,1.31e-17,5.51e-18,57.4743,-717.02
TopDG1038,209.5333,13.3175,1.427e-17,1.185e-17,5.644e-18,68.3325,-717.17
TopDG1039,208.2502,13.3316,1.454e-17,1.105e-17,5.652e-18,47.651,-717.25
TopDG1040,209.2571,13.5261,9.858e-18,8.555e-18,3.308e-18,100.7624,-717.09
TopDG1041,207.5355,13.6887,1.66e-17,1.353e-17,5.91e-18,61.107,-717.28
TopDG1042,208.2054,13.3305,2.131e-17,1.633e-17,6.689e-18,52.3336,-717.4
TopDG1057,307.1728,42.2369,5.259e-17,4.418e-17,1.949e-17,173.305,-280.79
TopDG1058,307.1292,42.0284,5.651e-17,4.47e-17,2.222e-17,144.549,-281.15
TopDG1059,307.0685,42.0389,7.622e-17,5.96e-17,2.634e-17,126.2835,-280.83
TopDG1060,307.3016,42.2342,8.141e-17,6.465e-17,2.873e-17,129.0976,-281.02
TopDG1061,307.2101,42.2801,8.628e-17,7.142e-17,2.841e-17,132.0605,-281.03
TopDG1062,323.4627,11.5973,7.863e-18,6.645e-18,3.058e-18,77.7343,-819.25
TopDG1063,323.7282,11.6608,1.228e-17,9.652e-18,4.783e-18,57.235,-819.44
TopDG1064,323.6309,11.6334,1.153e-17,8.591e-18,4.453e-18,42.3063,-819.11
TopDG1065,322.9384,11.6122,1.221e-17,9.806e-18,4.513e-18,54.7565,-819.25
TopDG1066,323.5046,11.6764,1.286e-17,9.689e-18,5.138e-18,52.902,-819.32
TopDG1175,210.3507,29.5063,6.057e-17,4.265e-17,1.743e-17,172.4586,-585.06
TopDG1176,210.5923,29.5851,2.518e-17,1.972e-17,9.008e-18,73.2273,-585.27
TopDG1177,210.8639,29.5675,2.405e-17,2.029e-17,8.072e-18,65.8044,-584.88
TopDG1178,209.7584,29.7794,2.218e-17,1.618e-17,7.651e-18,71.2905,-584.95
TopDG1179,210.211,29.3066,2.252e-17,1.755e-17,7.584e-18,63.9221,-584.9
TopDG1180,210.1223,29.0052,2.251e-17,1.786e-17,7.982e-18,65.5349,-585.12
TopDG1181,210.4263,29.8224,1.73e-17,1.75e-17,7.341e-18,59.0186,-585.09
TopDG1182,210.181,29.4822,1.518e-17,1.152e-17,5.419e-18,140.1575,-585.06
TopDG1183,209.9763,29.5535,1.725e-17,1.425e-17,6.06e-18,135.2305,-584.96
TopDG1184,210.5091,29.211,2.204e-17,1.811e-17,7.943e-18,58.0282,-585.18
TopDG1185,211.1529,29.3679,2.161e-17,1.797e-17,8.419e-18,72.6793,-584.9
TopDG1186,210.4868,30.0057,2.378e-17,1.687e-17,7.795e-18,67.8926,-585.19
TopDG1187,210.0863,29.5867,1.638e-17,1.271e-17,5.8e-18,175.0968,-584.98
TopDG1188,210.0598,29.0152,2.256e-17,1.802e-17,7.39e-18,67.8787,-585.29
TopDG1189,210.4244,29.8818,2.36e-17,1.764e-17,8.25e-18,64.5894,-584.79
TopDG1190,209.4636,29.2432,2.304e-17,1.673e-17,8.204e-18,70.5162,-585.06
TopDG1191,210.3418,29.6036,2.147e-17,1.776e-17,7.669e-18,71.6451,-584.98
TopDG1192,210.4772,29.1949,2.241e-17,1.98e-17,9.248e-18,68.6193,-585.14
TopDG1193,209.6115,29.424,2.196e-17,1.839e-17,8.375e-18,63.4793,-585.09
TopDG1229,290.7704,18.7438,7.664e-17,5.823e-17,2.063e-17,255.3409,-558.4
TopDG1230,290.8382,18.7833,2.719e-17,2.234e-17,9.511e-18,76.6875,-558.4
TopDG1231,290.7533,19.0363,2.833e-17,2.191e-17,9.016e-18,63.2444,-558.57
TopDG1232,291.0828,19.1723,3.086e-17,2.599e-17,1.083e-17,85.4425,-558.31
TopDG1233,291.3432,18.9009,2.686e-17,2.51e-17,1.082e-17,83.6836,-558.37
TopDG1234,290.6405,18.4634,2.817e-17,2.294e-17,1.005e-17,85.3385,-558.22
TopDG1235,291.3436,18.4016,2.867e-17,2.477e-17,1.007e-17,94.3868,-558.58
TopDG1236,290.3726,18.5706,2.836e-17,2.276e-17,9.628e-18,95.1913,-558.45
TopDG1237,290.8909,18.7773,1.639e-17,1.37e-17,6.88e-18,148.2756,-558.2
TopDG1238,291.038,19.1517,2.836e-17,2.288e-17,1.007e-17,77.8873,-558.54
TopDG1239,291.0539,18.3999,2.645e-17,2.123e-17,9.18e-18,79.381,-558.57
TopDG1240,290.0064,19.0205,2.405e-17,2.11e-17,8.878e-18,68.6869,-558.31
TopDG1241,290.0574,18.6861,2.509e-17,2.282e-17,8.802e-18,73.5537,-558.6
TopDG1242,290.2207,18.7531,1.701e-17,1.434e-17,5.997e-18,159.6174,-558.48
TopDG1243,291.2122,18.6287,1.969e-17,1.497e-17,6.625e-18,154.8897,-558.23
TopDG1307,268.1714,41.9076,1.121e-17,9.904e-18,4.708e-18,41.9001,-901.76
TopDG1308,268.1816,41.8934,1.129e-17,8.89e-18,4.12e-18,40.8373,-901.81
TopDG1374,11.7655,36.8674,1.398e-17,1.083e-17,5.094e-18,54.4915,-755.12
TopDG1375,11.7382,36.8077,9.124e-18,7.849e-18,3.273e-18,62.9219,-755.34
TopDG1376,11.6698,36.8442,1.535e-17,1.159e-17,5.946e-18,58.8213,-755.18
TopDG1413,15.0722,15.7042,3.581e-17,2.726e-17,8.821e-18,111.6622,-802.69
TopDG1414,14.665,15.7788,1.244e-17,9.727e-18,4.843e-18,40.9057,-802.9
TopDG1415,15.5154,15.5011,1.241e-17,1.23e-17,5.033e-18,51.2574,-802.89
TopDG1416,14.326,15.7709,1.754e-17,1.598e-17,6.595e-18,42.5327,-802.88
TopDG1417,15.1034,15.7886,1.459e-17,1.144e-17,5.614e-18,50.9826,-802.67
TopDG1418,15.7068,15.4773,1.187e-17,9.937e-18,4.81e-18,52.9361,-802.76
TopDG1419,14.5617,15.6018,1.462e-17,1.168e-17,5.829e-18,55.4442,-802.7
TopDG1420,14.7895,15.9208,8.463e-18,7.741e-18,3.361e-18,51.8493,-802.67
TopDG1421,14.5724,15.8213,1.201e-17,1.09e-17,4.737e-18,49.5875,-802.81
TopDG1422,15.8037,15.6344,1.301e-17,1.11e-17,5.266e-18,53.1876,-802.7
TopDG1423,15.1159,15.5247,1.308e-17,1.179e-17,5.228e-18,52.5577,-802.64
TopDG1424,15.3858,15.8685,1.25e-17,1.108e-17,5.331e-18,57.5887,-802.67
TopDG1425,15.5985,15.408,1.315e-17,1.156e-17,4.712e-18,49.0355,-802.64
TopDG1426,14.6096,15.5199,1.131e-17,1.003e-17,4.82e-18,48.6734,-802.65
TopDG1451,293.5218,30.151,4.905e-17,3.911e-17,1.713e-17,107.8819,-431.25
TopDG1452,293.3639,30.1589,2.372e-17,2.138e-17,9.704e-18,121.6884,-431.29
TopDG1453,293.1913,29.9416,3.932e-17,3.145e-17,1.465e-17,90.5221,-431.16
TopDG1472,112.0315,41.6082,1.314e-17,1.22e-17,4.818e-18,214.9983,-579.95
TopDG1473,112.1769,41.8044,3.247e-17,2.295e-17,1.04e-17,58.3582,-579.99
TopDG1474,112.036,41.5995,2.075e-17,1.794e-17,7.516e-18,70.283,-579.99
TopDG1475,111.8818,41.7982,2.278e-17,1.95e-17,7.882e-18,75.8139,-579.8
TopDG1476,112.1772,41.8059,2.265e-17,1.805e-17,8.472e-18,73.1399,-579.88
TopDG1477,111.7805,41.5447,2.306e-17,1.681e-17,6.975e-18,55.4183,-579.93
TopDG1478,111.8836,41.5668,3.151e-17,2.462e-17,1.009e-17,66.9846,-579.85
TopDG1479,111.9464,41.3715,2.245e-17,1.747e-17,7.626e-18,92.887,-580.12
TopDG1480,112.2446,41.6625,2.09e-17,1.818e-17,8.368e-18,55.6387,-580.16
BottomDG0003,233.8346,140.3943,9.363e-18,6.968e-18,2.906e-18,87.4653,-812.59
BottomDG0004,233.9326,140.4197,7.852e-18,7.133e-18,3.469e-18,48.4681,-812.69
BottomDG0005,233.5622,140.3911,1.13e-17,9.111e-18,4.348e-18,46.9549,-812.67
BottomDG0006,233.5999,140.48,1.177e-17,8.783e-18,4.483e-18,43.6311,-812.7
BottomDG0007,233.7916,140.543,1.174e-17,9.866e-18,4.414e-18,46.0526,-812.51
BottomDG0008,233.8486,140.5166,1.231e-17,1.035e-17,4.965e-18,45.0441,-812.65
BottomDG0009,233.6845,140.4109,1.28e-17,1.008e-17,4.417e-18,57.8732,-812.64
BottomDG0058,326.2599,171.9299,7.979e-18,6.024e-18,2.939e-18,164.2363,-848.18
BottomDG0059,327.4492,171.7806,1.285e-17,1.131e-17,4.714e-18,54.3401,-847.92
BottomDG0060,326.3094,171.9337,1.15e-17,8.914e-18,4.279e-18,46.1181,-848.12
BottomDG0061,326.719,171.9571,1.13e-17,9.333e-18,4.292e-18,41.4116,-848.07
BottomDG0062,325.3649,172.0794,1.042e-17,8.882e-18,4.376e-18,39.5713,-848.12
BottomDG0063,325.4012,171.9009,1.279e-17,1.059e-17,4.751e-18,47.4534,-848.03
BottomDG0064,326.6086,172.0037,1.152e-17,9.306e-18,4.021e-18,45.7038,-848.14
BottomDG0065,325.5292,171.9874,1.016e-17,8.784e-18,3.862e-18,38.4701,-848.07
BottomDG0066,325.8308,171.9537,1.134e-17,1.102e-17,4.032e-18,54.7438,-848.03
BottomDG0071,124.8845,157.966,8.78e-18,8.174e-18,3.335e-18,87.8763,-839.1
BottomDG0072,125.2154,157.9683,1.243e-17,1.042e-17,5.438e-18,47.3293,-839.14
BottomDG0073,125.0253,157.8865,1.175e-17,9.643e-18,4.45e-18,49.2038,-839.22
BottomDG0074,124.8902,157.9033,1.227e-17,1e-17,4.834e-18,51.8414,-839.02
BottomDG0075,124.7787,157.9831,1.425e-17,1.062e-17,5.006e-18,47.4979,-839.16
BottomDG0076,125.1687,158.0452,1.214e-17,9.177e-18,4.247e-18,44.4328,-838.91
BottomDG0078,219.8355,167.8463,8.576e-18,6.937e-18,2.998e-18,48.5409,-857.41
BottomDG0079,178.6236,154.4819,1.123e-17,9.231e-18,3.973e-18,66.3459,-748.8
BottomDG0141,253.2705,137.4957,1.857e-17,1.343e-17,6.341e-18,175.6821,-620.69
BottomDG0142,253.2724,137.3711,3.401e-17,2.586e-17,1.052e-17,67.2906,-620.81
BottomDG0143,253.508,137.5357,2.652e-17,1.916e-17,9.496e-18,72.9683,-620.74
BottomDG0144,253.1763,137.6778,2.618e-17,2.055e-17,9.587e-18,88.5848,-620.72
BottomDG0145,253.0475,137.4659,2.324e-17,2.016e-17,8.592e-18,66.3112,-620.69
BottomDG0146,252.9083,137.5726,1.725e-17,1.441e-17,6.256e-18,90.7173,-620.77
BottomDG0147,253.4197,137.4349,2.175e-17,1.846e-17,8.424e-18,60.674,-620.96
BottomDG0148,253.1355,137.6668,2.51e-17,1.889e-17,8.719e-18,78.297,-620.62
BottomDG0188,166.2112,139.2831,9.072e-18,6.954e-18,3.384e-18,101.3606,-796.17
BottomDG0189,166.076,139.2288,1.183e-17,1.055e-17,4.403e-18,63.1749,-796.1
BottomDG0190,166.1337,139.1592,1.246e-17,9.866e-18,4.602e-18,45.0187,-796.03
BottomDG0191,166.5041,139.23,8.369e-18,7.425e-18,3.497e-18,59.2822,-796.06
BottomDG0192,166.1395,139.3819,1.697e-17,1.373e-17,6.151e-18,50.7056,-796.01
BottomDG0193,166.3578,139.346,8.869e-18,7.741e-18,3.052e-18,46.5345,-795.97
BottomDG0194,166.2785,139.2994,1.325e-17,1.089e-17,5.276e-18,44.4152,-796.14
BottomDG0195,166.072,139.1676,1.325e-17,1.069e-17,4.423e-18,51.5905,-796.23
BottomDG0217,58.5383,168.4043,9.093e-18,6.972e-18,3.463e-18,128.8625,-787.3
BottomDG0218,58.544,168.6356,1.295e-17,1.215e-17,4.981e-18,48.6568,-787.29
BottomDG0219,59.3693,168.4141,1.514e-17,1.333e-17,5.562e-18,59.0192,-787.38
BottomDG0220,58.5988,168.3907,1.407e-17,1.171e-17,4.899e-18,46.5267,-787.29
BottomDG0221,58.7842,168.2251,1.336e-17,1.156e-17,5.133e-18,52.2396,-787.46
BottomDG0222,59.3021,168.4325,1.353e-17,1.092e-17,4.899e-18,44.514,-787.43
BottomDG0223,58.1709,168.552,1.436e-17,1.205e-17,6.037e-18,48.8239,-787.48
BottomDG0224,57.9808,168.3467,1.354e-17,1.208e-17,4.682e-18,47.1196,-787.24
BottomDG0225,58.9466,168.4179,1.448e-17,1.102e-17,5.318e-18,50.8982,-787.32
BottomDG0226,49.662,173.7585,7.366e-18,5.754e-18,2.853e-18,38.1755,-1034.68
BottomDG0227,49.9812,173.6903,8.243e-18,6.323e-18,3.127e-18,37.3399,-1034.83
BottomDG0228,49.8852,173.7096,6.921e-18,5.47e-18,2.688e-18,35.145,-1034.89
BottomDG0375,77.9354,160.9158,1.113e-17,1.064e-17,4.493e-18,69.9548,-643.01
BottomDG0419,108.947,140.6588,3.157e-17,2.122e-17,7.894e-18,144.8571,-837.06
BottomDG0420,109.0783,140.6061,1.064e-17,8.526e-18,3.8e-18,39.2329,-837.3
BottomDG0421,108.82,140.8982,1.05e-17,9.272e-18,4.165e-18,40.1816,-837.21
BottomDG0422,109.2641,140.7124,1.001e-17,8.342e-18,3.962e-18,46.2413,-837.22
BottomDG0423,109.0341,140.5858,1.226e-17,9.627e-18,4.871e-18,43.2788,-837.12
BottomDG0424,108.7983,140.4943,1.067e-17,9.139e-18,4.735e-18,45.6583,-837.02
BottomDG0425,108.882,140.502,1.239e-17,9.796e-18,4.398e-18,41.362,-837.21
BottomDG0426,109.2305,140.8001,7.466e-18,6.178e-18,2.833e-18,53.6113,-837.25
BottomDG0427,108.844,140.6348,7.848e-18,6.726e-18,2.94e-18,52.5966,-836.97
BottomDG0428,108.5709,140.5991,1.064e-17,9.191e-18,3.596e-18,40.9143,-837.01
BottomDG0429,109.0483,140.8559,1.157e-17,9.713e-18,4.572e-18,57.8986,-837.07
BottomDG0430,109.0989,140.7605,1.154e-17,1.029e-17,4.518e-18,49.8448,-837.17
BottomDG0431,109.3291,140.542,1.295e-17,8.459e-18,4.698e-18,49.7199,-837.31
BottomDG0439,80.9524,148.8876,2.154e-17,1.776e-17,7.757e-18,61.0935,-558.74
BottomDG0440,80.9927,148.7906,2.156e-17,1.83e-17,7.587e-18,70.966,-558.67
BottomDG0544,330.1893,160.6541,9.591e-18,7.87e-18,3.846e-18,87.3915,-831.72
BottomDG0545,330.2508,160.6981,1.221e-17,1.098e-17,5.013e-18,54.8334,-831.77
BottomDG0546,330.5053,160.6059,1.177e-17,9.306e-18,4.284e-18,47.8757,-831.87
BottomDG0547,330.458,160.713,1.773e-17,1.524e-17,5.918e-18,46.3027,-831.96
BottomDG0548,330.5032,160.7155,1.841e-17,1.37e-17,5.709e-18,53.1773,-832.03
BottomDG0549,330.2911,160.6402,1.209e-17,1.078e-17,4.638e-18,49.3758,-832.01
BottomDG0551,48.0489,126.9506,7.347e-18,6.391e-18,2.896e-18,41.7036,-936.3
BottomDG0832,111.0411,144.4478,2.305e-17,1.693e-17,8.34e-18,82.4416,-589.75
BottomDG0833,110.9589,144.2956,2.301e-17,1.991e-17,9.377e-18,63.0922,-589.71
BottomDG0834,111.1039,144.2954,1.461e-17,1.182e-17,5.219e-18,75.6947,-589.57
BottomDG0869,258.0031,140.1821,9.65e-18,7.66e-18,3.791e-18,59.2704,-758.8
BottomDG0891,232.2241,128.9462,1.541e-17,1.142e-17,5.469e-18,51.1112,-734.15
BottomDG0892,232.2456,129.0087,1.412e-17,1.167e-17,5.803e-18,56.5783,-734.19
BottomDG0893,108.99,138.8333,6.356e-18,6.07e-18,2.455e-18,48.0078,-950.22
BottomDG0944,253.3611,151.4231,1.212e-17,1.049e-17,4.433e-18,124.0198,-674.67
BottomDG0945,253.7151,151.3224,1.932e-17,1.525e-17,6.904e-18,58.8699,-674.69
BottomDG0946,253.645,151.5778,2.568e-17,2.175e-17,8.974e-18,55.1411,-674.74
BottomDG0947,253.6831,151.2839,1.334e-17,1.015e-17,4.631e-18,70.1703,-674.55
BottomDG0948,253.5257,151.4929,2.079e-17,1.68e-17,7.763e-18,49.0836,-674.65
BottomDG0949,253.4796,151.3628,1.667e-17,1.407e-17,6.482e-18,54.3036,-674.47
BottomDG0950,253.5604,151.3419,2.64e-17,2.114e-17,8.333e-18,53.8758,-674.56
BottomDG0951,192.8656,156.4217,1.642e-17,1.31e-17,6.541e-18,81.937,-576.66
BottomDG1093,16.3539,134.4732,1.587e-17,1.403e-17,5.543e-18,77.0429,-566.5
BottomDG1095,245.1879,133.372,1.312e-17,1.007e-17,5.38e-18,52.7556,-749.77
BottomDG1096,245.3242,133.3853,1.392e-17,1.117e-17,4.562e-18,46.7278,-749.62
BottomDG1097,245.3009,133.3752,1.294e-17,1.052e-17,4.562e-18,45.0517,-749.79
BottomDG1098,142.4295,128.7927,3.619e-17,2.43e-17,9.32e-18,46.8924,-821.37
BottomDG1099,142.6422,128.7582,1.326e-17,1.023e-17,4.615e-18,52.6601,-821.49
BottomDG1100,142.9403,129.1271,8.142e-18,6.993e-18,3.328e-18,52.0467,-821.36
BottomDG1101,142.4519,129.0246,8.751e-18,7.504e-18,3.418e-18,54.3576,-821.34
BottomDG1102,142.3285,129.0071,1.168e-17,9.756e-18,4.375e-18,44.7099,-821.36
BottomDG1103,142.3157,128.535,8.359e-18,6.414e-18,3.31e-18,76.2412,-821.49
BottomDG1104,142.3175,129.2043,1.095e-17,9.165e-18,4.045e-18,45.1672,-821.62
BottomDG1105,142.2587,129.0151,1.238e-17,1.055e-17,4.967e-18,37.5817,-821.68
BottomDG1106,142.5367,128.6223,1.27e-17,1.042e-17,4.936e-18,51.6661,-821.73
BottomDG1107,141.7847,129.2884,1.161e-17,9.575e-18,4.482e-18,58.7639,-821.19
BottomDG1108,142.4349,128.4622,1.233e-17,9.101e-18,4.558e-18,48.69,-821.65
BottomDG1109,141.7638,128.9492,1.314e-17,1.131e-17,4.885e-18,54.4281,-821.46
BottomDG1111,142.651,128.8689,7.375e-18,6.421e-18,3.048e-18,64.1561,-821.31
BottomDG1112,142.7102,128.5172,1.212e-17,1.016e-17,4.647e-18,43.2517,-821.24
BottomDG1114,142.9151,128.8131,1.226e-17,9.976e-18,4.65e-18,45.6736,-821.38
BottomDG1115,142.8184,128.8783,1.287e-17,9.744e-18,4.668e-18,53.51,-821.56
BottomDG1116,142.2792,129.1667,8.36e-18,6.706e-18,3.057e-18,79.7214,-821.53
BottomDG1117,142.2732,128.493,9.231e-18,8.146e-18,3.599e-18,75.1037,-821.63
BottomDG1118,142.0813,128.5527,1.221e-17,9.732e-18,4.554e-18,64.6721,-821.59
BottomDG1119,142.4083,129.1885,7.987e-18,7.365e-18,3.29e-18,69.6871,-821.55
BottomDG1120,142.6083,129.027,1.342e-17,1.132e-17,4.913e-18,46.0701,-821.38
BottomDG1121,142.4722,128.6591,1.08e-17,1.013e-17,4.387e-18,45.5706,-821.29
BottomDG1122,141.643,128.9432,1.244e-17,1.104e-17,5.081e-18,48.3004,-821.63
BottomDG1123,142.5004,129.1683,1.276e-17,1.068e-17,4.714e-18,50.8656,-821.29
BottomDG1124,142.7935,129.1106,1.807e-17,1.427e-17,5.758e-18,54.9148,-821.72
BottomDG1125,143.1761,129.0994,1.156e-17,9.376e-18,4.415e-18,47.2547,-821.35
BottomDG1126,142.5197,128.9,1.164e-17,9.832e-18,4.431e-18,46.6964,-821.49
BottomDG1128,141.9583,128.6055,8.363e-18,6.564e-18,3.097e-18,84.7697,-821.44
BottomDG1129,142.336,129.1612,1.002e-17,7.658e-18,3.478e-18,82.1314,-821.24
BottomDG1130,142.5626,129.2581,8.016e-18,6.461e-18,2.963e-18,59.5146,-821.64
BottomDG1132,142.6805,128.6509,8.487e-18,6.404e-18,3.537e-18,69.9062,-821.33
BottomDG1133,141.7227,128.5088,1.047e-17,1.005e-17,4.722e-18,43.4371,-821.47
BottomDG1134,143.1477,129.2238,1.165e-17,9.875e-18,4.748e-18,63.1012,-821.65
BottomDG1209,267.5816,164.2786,1.044e-17,8.038e-18,4.022e-18,67.7295,-769.28
BottomDG1335,51.4666,160.3118,1.564e-17,1.416e-17,6.507e-18,95.5587,-595.78
BottomDG1336,51.5346,160.1533,2.102e-17,1.62e-17,6.942e-18,66.6986,-595.68
BottomDG1337,51.416,160.1856,2.403e-17,1.804e-17,8.632e-18,71.8575,-595.61
BottomDG1338,51.2838,160.2989,2.969e-17,2.404e-17,1.021e-17,78.7662,-595.6
BottomDG1339,51.778,160.3134,2.197e-17,1.707e-17,7.486e-18,71.2878,-595.5
BottomDG1340,51.725,160.3435,2.126e-17,1.761e-17,7.559e-18,59.066,-595.79
BottomDG1377,66.5332,158.1849,3.746e-17,2.283e-17,1.011e-17,143.7417,-852.52
BottomDG1378,67.3763,158.2768,8.76e-18,6.899e-18,2.872e-18,75.104,-852.25
BottomDG1379,66.666,157.9666,1.26e-17,1.03e-17,4.536e-18,55.0897,-852.41
BottomDG1380,66.7527,158.6458,8.891e-18,7.04e-18,3.184e-18,60.8332,-852.58
BottomDG1381,66.4039,158.2847,1.317e-17,1.017e-17,4.389e-18,49.5181,-852.36
BottomDG1382,66.5155,158.3704,7.686e-18,5.849e-18,2.922e-18,61.9021,-852.48
BottomDG1383,66.27,158.588,8.82e-18,6.965e-18,3.402e-18,64.0031,-852.58
BottomDG1384,67.7914,158.2635,1.122e-17,9.118e-18,4.211e-18,40.3385,-852.42
BottomDG1385,65.8496,158.5692,1.166e-17,9.136e-18,4.361e-18,42.7007,-852.38
BottomDG1386,66.1074,157.9389,9.631e-18,7.652e-18,3.333e-18,88.1569,-852.42
BottomDG1387,66.1973,157.942,8.22e-18,7.376e-18,3.284e-18,75.8225,-852.57
